restaurant_name,restaurant_latitude,restaurant_longitude,rating,price,category,tel,address,distance
Öz Urfa Cemal Usta,38.401833,27.118144,5.0,,['Turkish'],+902322286666,"Ali Rıza Avni Bulv. No: 4, 35370 İzmir, Turkey",1128.0938235897665
İzmirspor Lokantası,38.403034,27.108461,4.0,₺,['Turkish'],+902322312140,"233 Sok. No: 6/ A, 35100 İzmir, Turkey",666.0030937968244
Asansir Cafe,38.409125,27.117429,4.0,,"['Cafes', 'Coffee & Tea']",+902320000000,"Dario Moreno Sok., Karataş, 35100 İzmir, Turkey",735.2031248516764
Aran Pide Salonu,38.407064,27.105403,3.0,,['Turkish'],+902322443675,"Mithat Paşa Cad., No: 517/B, 35110 İzmir, Turkey",380.2557045950822
Kafe Köşk,38.4055786,27.0984859,3.0,,"['Cafes', 'Coffee & Tea']",,"Mustafa Kemal Sahil Bulv. No:435, Küçükyalı, 34865 İzmir, Turkey",1001.3714897708991
Waffle Home Cafe,38.4011075077523,27.1066694338375,4.0,,"['Cafes', 'Coffee & Tea']",,"234 Sok., 35030 İzmir, Turkey",901.623247052169
Gıdacılar Sandviç-Köfte-Mantı,38.3725586,26.8786507,3.0,,['Fast Food'],+905334265901,"Mithatpaşa Cad. 181 Sok. No:2/ C, 35340 İzmir, Turkey",343.3969701933192
Cafehane,38.409778,27.120008,3.8,,"['Coffee & Tea', 'Cafes']",+902322346210,"Mithat Paşa Cad., No: 172, 35110 İzmir, Turkey",963.5996298982499
Ehli Keyif Restaurant,38.40919,27.11344,3.0,,"['Turkish', 'Kebab']",+902324897990,"Mithat Paşa Cad., No: 488/A, 35110 İzmir, Turkey",388.0436178861549
Egeli Restoran,38.4111684,27.1202813,4.5,,['Turkish'],+902322483797,"Mustafa Kemal Sahil Bulv., Cad. No: 751 Güzelyalı, 35100 İzmir, Turkey",55.063596169581494
Asansör Restoran,38.408679,27.117661,4.0,₺₺,['French'],+902322612662,"Turgut Reis Mah., Şehit Nihatbey Cd. No:76/A, 03500 İzmir, Turkey",393.695591471468
Dilek & Sena Büfe,38.411503,27.125547,4.0,,"['Buffets', 'Fast Food']",,"394. Sk No: 103, Foça, 35100 İzmir, Turkey",472.85596950303255
Ottoman Nargile Atölyesi,38.4149348,27.1228523,4.0,₺₺,"['Cafes', 'Coffee & Tea']",+905543469793,"Mustafa Kemal Sahil Bulvarı, No: 1146 / 1A Güzelyalı / Konak, 35260 İzmir, Turkey",436.03977683244966
Kırkmerdiven,38.4092021017084,27.1189077571034,4.0,₺₺,"['Coffee & Tea', 'Cafes']",+902324820073,"Karatas Mah. Mithatpasa Cad., 305 Sok. No:59/ A, 35280 İzmir, Turkey",291.83897377180676
Battalbey Çiğköfte,38.4115028,27.1214371,4.0,,['Chee Kufta'],,"Mithatpaşa Cad. 224-268, 35100 İzmir, Turkey",124.60721779254271
Cafehane,38.409778,27.120008,3.8,,"['Coffee & Tea', 'Cafes']",+902322346210,"Mithat Paşa Cad., No: 172, 35110 İzmir, Turkey",208.15609913583452
Karataş Meze Evi,38.4109192,27.1214294,3.0,,['Delis'],+902324890489,"Karataş Mithat Paşa Cad., No: 334/A, İzmir, Turkey",164.63638015702838
Asansir Cafe,38.409125,27.117429,4.0,,"['Cafes', 'Coffee & Tea']",+902320000000,"Dario Moreno Sok., Karataş, 35100 İzmir, Turkey",365.7781681304411
Karataş Pide,38.4110754409991,27.1215341621801,4.0,,['Pita'],+902324452627,"Mithatpaşa Cad. No:81/A, Karataş, 35260 Izmir, Turkey",138.44565053066898
Girit Sofrası,38.40928,27.111763,3.5,₺,['Turkish'],+902322343484,"Mithat Paşa Cad., No: 395/A, Türkiye İş Bankası Yanı, İzmir, Turkey",774.5349884526072
Çöpçüm,38.4045821015806,27.128772425756,5.0,₺,['Barbeque'],+902322284228,"Zafertepe Mah., Eşrefpaşa Cad. No:417, Konak, 35270 İzmir, Turkey",1088.696597507112
Arzu Pide Salonları,38.406264,27.121894,4.0,,['Turkish'],+902322287377,"3 Yol İnönü Cad., No: 168/A, 35370 İzmir, Turkey",618.2199998081281
Göz Göz Cafe,38.409783191222,27.1193254094133,3.5,,"['Cafes', 'Coffee & Tea']",,"Mithatpaşa Cad., İzmir, Turkey",218.67503427785425
Eti Çorbacısı,38.4050359109842,27.1219361587524,4.7,,['Soup'],,"Bahçelievler Mh., 35150 İzmir, Turkey",751.9920674263697
Tek Tek Meyhanesi,38.41885,27.12872,4.3,,['Turkish'],+902324643235,"Kıbrıs Şehitleri Cad.Dantel Sk. Alsancak, İzmir, Turkey",1096.5206521876344
Ebabil,38.4059469,27.1209043,4.7,,"['Turkish', 'Bakeries']",,"Ali Rıza Avni Bulv. No:14/A, Bahçelievler, Üçyol, 35110 İzmir, Turkey",637.5574352167362
Hanedan,38.41885,27.12872,4.6,₺,['Breakfast & Brunch'],+902327626068,"Eski Çeşme Yolu 5. Km., Uzunkuyu Köyü, 35430 İzmir, Turkey",1096.5206521876344
Konak Ödemiş Köftecisi,38.4160101548132,27.1300250094177,4.8,₺,['Meatballs'],,"Konak katli  Otopark Yanı, Konak, 35920 İzmir, Turkey",989.7341335027376
Mask Cafe&Bar,38.41885,27.12872,4.0,,"['Coffee & Tea', 'Bars', 'Cafes']",,"876 Sok. 52 Kemeraltı, İzmir, Turkey",1096.5206521876344
Doyuran Manisa Kebap Salonu,38.419173,27.132647,4.8,,"['Turkish', 'Kebab']",+902324251263,"Kemeraltı Mah., 866 Sok. No:14, 35250 İzmir, Turkey",541.9847504049403
Topcu,38.426,27.133,4.0,₺₺,['Turkish'],+902324846261,"Kazım Dirik Caddesi 3, 35210 İzmir, Turkey",984.7393639992376
Mezzaluna,38.4236474649437,27.1287091166347,4.6,₺₺₺,['Italian'],+902324896944,"Akdeniz Mah., Atatürk Cad. No:19, 35250 İzmir, Turkey",575.5430879950958
Kemer 6 Balıkevi,38.4212683,27.1323454,4.6,₺₺,['Seafood'],+902324452192,"861 Sok. 1, Kemeraltı, 35920 İzmir, Turkey",583.471221085365
Yüzde Yüz Cafe,38.421868,27.129374,4.0,₺₺₺,"['Coffee & Tea', 'Steakhouses', 'Cafes']",+902324414338,"Atatürk Cad., Konak Pier Alışveriş Mrk. No: 19 D: 4 K: 4, İzmir, Turkey",427.3454383179415
Egeli Restoran,38.4111684,27.1202813,4.5,,['Turkish'],+902322483797,"Mustafa Kemal Sahil Bulv., Cad. No: 751 Güzelyalı, 35100 İzmir, Turkey",1002.8329976874384
Engelliler Merkezi Kafeteryası,38.41885,27.12872,4.8,₺,"['Cafes', 'Coffee & Tea']",+902322598922,"Bahçelerarası Mah., Bakü Bulv. İnciraltı, İzmir, Turkey",198.27655404153026
Mandolin Cafe,38.422723,27.129234,4.0,₺₺,['Cafes'],+902324833902,"Konak Mah., Atatürk Cad. No:19 D:1, 35250 İzmir, Turkey",500.77615855904105
Ottoman Nargile Atölyesi,38.4149348,27.1228523,4.0,₺₺,"['Cafes', 'Coffee & Tea']",+905543469793,"Mustafa Kemal Sahil Bulvarı, No: 1146 / 1A Güzelyalı / Konak, 35260 İzmir, Turkey",530.3489924428961
Adabeyi Balık Restaurant,38.421868,27.129374,4.7,,['Seafood'],+902324820470,"Konak Pier AVM, Atatürk Cad. No:19 D:1 K:Giriş, 35210 İzmir, Turkey",427.3454383179415
Billur Et Lokantası Fırın Yemekleri,38.419028,27.13391,5.0,₺,['Turkish'],+902324450524,"Kemeraltı Mevki, 873 Sok. No: 78 Konak, İzmir, Turkey",650.8577815543491
Mavra Restaurant,38.41885,27.12872,4.3,,"['Turkish', 'Seafood']",+902323308855,"Cemal Gürsel Cad. No: 506 İnci Apt., Bostanlı, İzmir, Turkey",198.27655404153026
Dilek & Sena Büfe,38.411503,27.125547,4.0,,"['Buffets', 'Fast Food']",,"394. Sk No: 103, Foça, 35100 İzmir, Turkey",813.4686351223155
Cimbomlu Meşhur Söğüşçü,38.41912,27.13182,4.4,₺,['Turkish'],+902324456482,"855. Sok. No: 13/A, 35920 İzmir, Turkey",469.6964029556735
Tek Tek Meyhanesi,38.41885,27.12872,4.3,,['Turkish'],+902324643235,"Kıbrıs Şehitleri Cad.Dantel Sk. Alsancak, İzmir, Turkey",198.27655404153026
Red Dragon,38.426355,27.137185,3.6,₺₺,['Chinese'],+902324830079,"1379. Sok. No:57/A, Alsancak, 35220 İzmir, Turkey",1258.5167926588263
Marina Cafe,38.4257670656815,27.132018,5.0,₺₺,"['Cafes', 'Breakfast & Brunch']",+902324452505,"Alsancak Mah., Atatürk Cad. No:94, 35210 İzmir, Turkey",915.667734166539
Meşhur Balık Pişiricisi,38.421244,27.130793,5.0,,['Seafood'],+902324841060,"853 Sok. No: 35/ C, 35920 İzmir, Turkey",467.14039939724864
Topçunun Yeri,38.42608,27.133059,4.3,₺₺,['Kebab'],+902324259047,"Akdeniz Mah., Kazım Dirik Cad. No:3/B, 35920 İzmir, Turkey",994.967432845217
Hanedan,38.41885,27.12872,4.6,₺,['Breakfast & Brunch'],+902327626068,"Eski Çeşme Yolu 5. Km., Uzunkuyu Köyü, 35430 İzmir, Turkey",198.27655404153026
Doyuran Manisa Kebap Salonu,38.419173,27.132647,4.8,,"['Turkish', 'Kebab']",+902324251263,"Kemeraltı Mah., 866 Sok. No:14, 35250 İzmir, Turkey",532.166371873728
Mezzaluna,38.4236474649437,27.1287091166347,4.6,₺₺₺,['Italian'],+902324896944,"Akdeniz Mah., Atatürk Cad. No:19, 35250 İzmir, Turkey",796.8817755378984
Kemer 6 Balıkevi,38.4212683,27.1323454,4.6,₺₺,['Seafood'],+902324452192,"861 Sok. 1, Kemeraltı, 35920 İzmir, Turkey",671.786438055809
Dilek & Sena Büfe,38.411503,27.125547,4.0,,"['Buffets', 'Fast Food']",,"394. Sk No: 103, Foça, 35100 İzmir, Turkey",586.4621458798514
Ottoman Nargile Atölyesi,38.4149348,27.1228523,4.0,₺₺,"['Cafes', 'Coffee & Tea']",+905543469793,"Mustafa Kemal Sahil Bulvarı, No: 1146 / 1A Güzelyalı / Konak, 35260 İzmir, Turkey",446.224039292051
Egeli Restoran,38.4111684,27.1202813,4.5,,['Turkish'],+902322483797,"Mustafa Kemal Sahil Bulv., Cad. No: 751 Güzelyalı, 35100 İzmir, Turkey",870.2617165116983
Billur Et Lokantası Fırın Yemekleri,38.419028,27.13391,5.0,₺,['Turkish'],+902324450524,"Kemeraltı Mevki, 873 Sok. No: 78 Konak, İzmir, Turkey",619.6003395112189
Yüzde Yüz Cafe,38.421868,27.129374,4.0,₺₺₺,"['Coffee & Tea', 'Steakhouses', 'Cafes']",+902324414338,"Atatürk Cad., Konak Pier Alışveriş Mrk. No: 19 D: 4 K: 4, İzmir, Turkey",613.5618586302995
Cimbomlu Meşhur Söğüşçü,38.41912,27.13182,4.4,₺,['Turkish'],+902324456482,"855. Sok. No: 13/A, 35920 İzmir, Turkey",470.0525249568959
Engelliler Merkezi Kafeteryası,38.41885,27.12872,4.8,₺,"['Cafes', 'Coffee & Tea']",+902322598922,"Bahçelerarası Mah., Bakü Bulv. İnciraltı, İzmir, Turkey",276.54594829666917
Konak Ödemiş Köftecisi,38.4160101548132,27.1300250094177,4.8,₺,['Meatballs'],,"Konak katli  Otopark Yanı, Konak, 35920 İzmir, Turkey",223.75704916623891
Tek Tek Meyhanesi,38.41885,27.12872,4.3,,['Turkish'],+902324643235,"Kıbrıs Şehitleri Cad.Dantel Sk. Alsancak, İzmir, Turkey",276.54594829666917
Mavra Restaurant,38.41885,27.12872,4.3,,"['Turkish', 'Seafood']",+902323308855,"Cemal Gürsel Cad. No: 506 İnci Apt., Bostanlı, İzmir, Turkey",276.54594829666917
Tarihi Kemeraltı Lokantası,38.418319,27.131019,4.0,₺,"['Turkish', 'Kebab']",+902324255393,"Anafartalar Cad., Veysel Çıkmazı No: 47/A, 35700 İzmir, Turkey",361.48713736805416
Asansör Restoran,38.408679,27.117661,4.0,₺₺,['French'],+902322612662,"Turgut Reis Mah., Şehit Nihatbey Cd. No:76/A, 03500 İzmir, Turkey",1227.098332936285
Mandolin Cafe,38.422723,27.129234,4.0,₺₺,['Cafes'],+902324833902,"Konak Mah., Atatürk Cad. No:19 D:1, 35250 İzmir, Turkey",703.1594929976151
Adabeyi Balık Restaurant,38.421868,27.129374,4.7,,['Seafood'],+902324820470,"Konak Pier AVM, Atatürk Cad. No:19 D:1 K:Giriş, 35210 İzmir, Turkey",613.5618586302995
Cafe Antre,38.417779,27.129216,4.0,,['Fast Food'],+902324468180,"Çobanoğlu Zeki Bey Cad., No: 7/C, İzmir, Turkey",200.38558934083366
Hanedan,38.41885,27.12872,4.6,₺,['Breakfast & Brunch'],+902327626068,"Eski Çeşme Yolu 5. Km., Uzunkuyu Köyü, 35430 İzmir, Turkey",276.54594829666917
Mask Cafe&Bar,38.41885,27.12872,4.0,,"['Coffee & Tea', 'Bars', 'Cafes']",,"876 Sok. 52 Kemeraltı, İzmir, Turkey",276.54594829666917
Topcu,38.426,27.133,4.0,₺₺,['Turkish'],+902324846261,"Kazım Dirik Caddesi 3, 35210 İzmir, Turkey",172.5614453710496
Sirena,38.4333878,27.1379452,4.4,,"['Bars', 'Cafes', 'Coffee & Tea']",+902324213386,"Atatürk Cad. No: 194 / 1- A, Alsancak, 35220 İzmir, Turkey",166.18026528790622
Deniz Restaurant,38.431337,27.136043,4.4,₺₺₺₺,['Seafood'],+902324644499,"İzmir Palas Otel, Atatürk Cad.  No: 188/ B Alsancak, 35220 İzmir, Turkey",520.7245373946826
Cafe La Cigale,38.431544,27.13707,4.8,₺₺₺,['French'],+902324214780,"Cumhuriyet Bulv., Fransız Kültür Merkezi No: 152, İzmir, Turkey",594.256418568541
Doyuran Manisa Kebap Salonu,38.419173,27.132647,4.8,,"['Turkish', 'Kebab']",+902324251263,"Kemeraltı Mah., 866 Sok. No:14, 35250 İzmir, Turkey",927.8641774110104
Mezzaluna,38.4236474649437,27.1287091166347,4.6,₺₺₺,['Italian'],+902324896944,"Akdeniz Mah., Atatürk Cad. No:19, 35250 İzmir, Turkey",546.9280423039019
Marina Cafe,38.4257670656815,27.132018,5.0,₺₺,"['Cafes', 'Breakfast & Brunch']",+902324452505,"Alsancak Mah., Atatürk Cad. No:94, 35210 İzmir, Turkey",200.77926199773256
Red Dragon,38.426355,27.137185,3.6,₺₺,['Chinese'],+902324830079,"1379. Sok. No:57/A, Alsancak, 35220 İzmir, Turkey",421.08415317324153
Topçunun Yeri,38.42608,27.133059,4.3,₺₺,['Kebab'],+902324259047,"Akdeniz Mah., Kazım Dirik Cad. No:3/B, 35920 İzmir, Turkey",165.08595226889037
Midpoint,38.428109,27.1399049,4.3,₺₺,"['Fast Food', 'Pizza', 'Breweries']",+902324020025,"Şehit Nevres Bulv. No:2/ A, Alsancak, 35920 İzmir, Turkey",641.0659534172712
Balıkçı Hasan,38.43111,27.135607,4.4,₺₺₺,['Seafood'],+902324641354,"Kültür Mah., Atatürk Cad. No:186, Konak, 17900 İzmir, Turkey",478.44440535475763
Ristorante Pizzeria Venedik,38.4322386,27.1381235,4.5,₺₺,"['Italian', 'Pizza']",+902324221826,"1382 Sok. No: 10 B, Alsancak, 35220 İzmir, Turkey",713.0220779663982
Bonjour Restaurant,38.427469,27.132421,4.0,,"['Turkish', 'Pizza']",+902324250445,"Kordon Otel, Akdeniz Cad.No: 2 Pasaport, İzmir, Turkey",15.215965133981697
Gümüş Balık Restaurant,38.42619,27.132338,5.0,,"['Seafood', 'Turkish', 'Breweries']",+902324837577,"Kazım Dirik Cad., No: 1/ A, 35310 İzmir, Turkey",149.14689004215523
Sushico,38.428625,27.136471,3.3,₺₺,"['Sushi Bars', 'Asian Fusion']",+902324840070,"Şehit Nevres Bulv., No: 2/F, 35920 İzmir, Turkey",360.2636524249416
Fish House,38.430064,27.134626,4.0,₺₺,"['Turkish', 'Fish & Chips']",+902324631020,"Atatürk Cad., No: 174 D: 1, 35920 İzmir, Turkey",334.3865245755491
Kemer 6 Balıkevi,38.4212683,27.1323454,4.6,₺₺,['Seafood'],+902324452192,"861 Sok. 1, Kemeraltı, 35920 İzmir, Turkey",695.1735569799655
Kordonboyu Balık Pişiricisi,38.434901,27.13943,4.8,₺₺₺,['Seafood'],+902324221590,"Atatürk Cd. No:214/A, Alsancak, 35480 İzmir, Turkey",1014.7097525704773
Mövenpick Hotel Restaurant,38.428118,27.134122,5.0,,"['Turkish', 'Seafood', 'Buffets']",+902324881414,"Cumhuriyet Blv. No:138, 35210 İzmir, Turkey",149.66702852488953
Ciğerci Zarif,38.426973,27.134114,4.5,₺₺,['Giblets'],+902324457526,"Şehit Fethi Bey Cad. No: 67, Konak, 35920 İzmir, Turkey",146.3462161137627
Cafe La Cigale,38.431544,27.13707,4.8,₺₺₺,['French'],+902324214780,"Cumhuriyet Bulv., Fransız Kültür Merkezi No: 152, İzmir, Turkey",281.6420204730607
Deniz Restaurant,38.431337,27.136043,4.4,₺₺₺₺,['Seafood'],+902324644499,"İzmir Palas Otel, Atatürk Cad.  No: 188/ B Alsancak, 35220 İzmir, Turkey",193.56471620617347
Yengeç Restaurant,38.437997,27.141407,4.8,₺₺₺,['Seafood'],+902324645757,"Alsancak Mah., Atatürk Cad. No:314/A, 35220 İzmir, Turkey",1057.5242117783441
Topcu,38.426,27.133,4.0,₺₺,['Turkish'],+902324846261,"Kazım Dirik Caddesi 3, 35210 İzmir, Turkey",492.4466190787332
Sirena,38.4333878,27.1379452,4.4,,"['Bars', 'Cafes', 'Coffee & Tea']",+902324213386,"Atatürk Cad. No: 194 / 1- A, Alsancak, 35220 İzmir, Turkey",184.13047586899336
Ristorante Pizzeria Venedik,38.4322386,27.1381235,4.5,₺₺,"['Italian', 'Pizza']",+902324221826,"1382 Sok. No: 10 B, Alsancak, 35220 İzmir, Turkey",399.9733613030454
Balıkçı Hasan,38.43111,27.135607,4.4,₺₺₺,['Seafood'],+902324641354,"Kültür Mah., Atatürk Cad. No:186, Konak, 17900 İzmir, Turkey",148.00376254917475
Fish House,38.430064,27.134626,4.0,₺₺,"['Turkish', 'Fish & Chips']",+902324631020,"Atatürk Cad., No: 174 D: 1, 35920 İzmir, Turkey",44.23534063868579
Midpoint,38.428109,27.1399049,4.3,₺₺,"['Fast Food', 'Pizza', 'Breweries']",+902324020025,"Şehit Nevres Bulv. No:2/ A, Alsancak, 35920 İzmir, Turkey",551.481779620489
Tuzu Biberi,38.4389140040372,27.1418022116387,5.0,₺,"['Breakfast & Brunch', 'Turkish']",+902324218450,"Atatürk Cad.No:326/1, Konak, 35500 İzmir, Turkey",1160.595298773024
Kordonboyu Balık Pişiricisi,38.434901,27.13943,4.8,₺₺₺,['Seafood'],+902324221590,"Atatürk Cd. No:214/A, Alsancak, 35480 İzmir, Turkey",681.0509249500143
Red Dragon,38.426355,27.137185,3.6,₺₺,['Chinese'],+902324830079,"1379. Sok. No:57/A, Alsancak, 35220 İzmir, Turkey",510.2627112048003
Sushico,38.428625,27.136471,3.3,₺₺,"['Sushi Bars', 'Asian Fusion']",+902324840070,"Şehit Nevres Bulv., No: 2/F, 35920 İzmir, Turkey",270.90087611839897
Mezzaluna,38.4236474649437,27.1287091166347,4.6,₺₺₺,['Italian'],+902324896944,"Akdeniz Mah., Atatürk Cad. No:19, 35250 İzmir, Turkey",884.6880811492404
Topçunun Yeri,38.42608,27.133059,4.3,₺₺,['Kebab'],+902324259047,"Akdeniz Mah., Kazım Dirik Cad. No:3/B, 35920 İzmir, Turkey",482.65093942385556
Meyhane Sisim,38.4298583405343,27.1344995733801,3.8,,['Turkish'],+902324636987,"Atatürk Cad.No: 174, 35220 İzmir, Turkey",56.25894803366731
Marina Cafe,38.4257670656815,27.132018,5.0,₺₺,"['Cafes', 'Breakfast & Brunch']",+902324452505,"Alsancak Mah., Atatürk Cad. No:94, 35210 İzmir, Turkey",542.068817977503
İdil Mantı Evi,38.433272,27.137834,4.8,,['Turkish Ravioli'],+902324222523,"Dr. Mustafa Enver Bey Cd. No:1/B, Alsancak, 35220 İzmir, Turkey",453.59764761920303
Zafer'in Yeri Restaurant,38.430788,27.13551,5.0,,['Seafood'],+905331992680,"Atatürk Cad. No:184/B, 35220 İzmir, Turkey",122.32117213318064
Mövenpick Hotel Restaurant,38.428118,27.134122,5.0,,"['Turkish', 'Seafood', 'Buffets']",+902324881414,"Cumhuriyet Blv. No:138, 35210 İzmir, Turkey",245.1837152282106
Yengeç Restaurant,38.437997,27.141407,4.8,₺₺₺,['Seafood'],+902324645757,"Alsancak Mah., Atatürk Cad. No:314/A, 35220 İzmir, Turkey",524.8505122860045
Cafe La Cigale,38.431544,27.13707,4.8,₺₺₺,['French'],+902324214780,"Cumhuriyet Bulv., Fransız Kültür Merkezi No: 152, İzmir, Turkey",292.94938920456264
Deniz Restaurant,38.431337,27.136043,4.4,₺₺₺₺,['Seafood'],+902324644499,"İzmir Palas Otel, Atatürk Cad.  No: 188/ B Alsancak, 35220 İzmir, Turkey",350.99710725029826
Ristorante Pizzeria Venedik,38.4322386,27.1381235,4.5,₺₺,"['Italian', 'Pizza']",+902324221826,"1382 Sok. No: 10 B, Alsancak, 35220 İzmir, Turkey",201.731526555231
Kordonboyu Balık Pişiricisi,38.434901,27.13943,4.8,₺₺₺,['Seafood'],+902324221590,"Atatürk Cd. No:214/A, Alsancak, 35480 İzmir, Turkey",149.58579046413251
Tuzu Biberi,38.4389140040372,27.1418022116387,5.0,₺,"['Breakfast & Brunch', 'Turkish']",+902324218450,"Atatürk Cad.No:326/1, Konak, 35500 İzmir, Turkey",629.5536560015228
Sirena,38.4333878,27.1379452,4.4,,"['Bars', 'Cafes', 'Coffee & Tea']",+902324213386,"Atatürk Cad. No: 194 / 1- A, Alsancak, 35220 İzmir, Turkey",705.1786481635779
Topcu,38.426,27.133,4.0,₺₺,['Turkish'],+902324846261,"Kazım Dirik Caddesi 3, 35210 İzmir, Turkey",999.4507085907361
Meşhur Tavacı Recep Usta,38.440797,27.142488,4.3,₺₺₺,"['Turkish', 'Steakhouses']",+902324638797,"Atatürk Cad. No: 364, Alsancak, 35030 İzmir, Turkey",841.8159051730466
Balıkçı Hasan,38.43111,27.135607,4.4,₺₺₺,['Seafood'],+902324641354,"Kültür Mah., Atatürk Cad. No:186, Konak, 17900 İzmir, Turkey",392.5715040524765
Roof Bar,38.436191,27.141482,4.3,₺₺,"['Bars', 'Cafes', 'Coffee & Tea']",+902324639090,"Ege Palas Business Hotel, Cumhuriyet Bulv. No: 210 Alsancak, 35220 İzmir, Turkey",378.75521008158046
Midyeli,38.4352989,27.1417503,4.7,₺₺,['Seafood'],+902324222226,"İrfan Boyuer 1444 Sk. No:4/A, Alsancak, 35220 İzmir, Turkey",347.7387007002979
Midpoint,38.428109,27.1399049,4.3,₺₺,"['Fast Food', 'Pizza', 'Breweries']",+902324020025,"Şehit Nevres Bulv. No:2/ A, Alsancak, 35920 İzmir, Turkey",679.4087587314352
İdil Mantı Evi,38.433272,27.137834,4.8,,['Turkish Ravioli'],+902324222523,"Dr. Mustafa Enver Bey Cd. No:1/B, Alsancak, 35220 İzmir, Turkey",89.78372999045592
Sardunya's,38.4372954028375,27.1421883287424,4.3,,"['Bars', 'Cafes', 'Coffee & Tea']",+902324653276,"Kıbrıs Şehitleri Cad. 1453. Sok. No:12, Alsancak, 35220 İzmir, Turkey",506.94478906650994
Cafe Del Mundo,38.437712,27.142934,5.0,₺₺,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",+902324210584,"Kıbrıs Sehitleri Cad., Muzaffer Izgü Sok. No:13, 35220 İzmir, Turkey",585.7041362695555
Cafe Reci's,38.431037,27.141743,4.4,₺₺,['Italian'],+902324638470,"1382 Sok. No: 31/A, Alsancak, 35220 İzmir, Turkey",461.8406961574291
V Lounge,38.4421741121412,27.1433708444238,4.0,₺₺,"['American', 'Lounges']",+902324049898,"Alsancak Mh., Ataturk Cd. Mert Plaza No:376/A, 35220 İzmir, Turkey",1013.1608526338605
Dükkan Burger,38.4323276944348,27.1401010671692,4.3,,['Fast Food'],+902324632055,"Meksika Sok. No: 18/ A, İzmir, Turkey",259.3443352424737
Red Dragon,38.426355,27.137185,3.6,₺₺,['Chinese'],+902324830079,"1379. Sok. No:57/A, Alsancak, 35220 İzmir, Turkey",859.6236035173587
Yengeç Restaurant,38.437997,27.141407,4.8,₺₺₺,['Seafood'],+902324645757,"Alsancak Mah., Atatürk Cad. No:314/A, 35220 İzmir, Turkey",51.92295652423715
Meşhur Tavacı Recep Usta,38.440797,27.142488,4.3,₺₺₺,"['Turkish', 'Steakhouses']",+902324638797,"Atatürk Cad. No: 364, Alsancak, 35030 İzmir, Turkey",275.77331587190275
Tuzu Biberi,38.4389140040372,27.1418022116387,5.0,₺,"['Breakfast & Brunch', 'Turkish']",+902324218450,"Atatürk Cad.No:326/1, Konak, 35500 İzmir, Turkey",60.395824373947946
V Lounge,38.4421741121412,27.1433708444238,4.0,₺₺,"['American', 'Lounges']",+902324049898,"Alsancak Mh., Ataturk Cd. Mert Plaza No:376/A, 35220 İzmir, Turkey",446.36934349342755
Kordonboyu Balık Pişiricisi,38.434901,27.13943,4.8,₺₺₺,['Seafood'],+902324221590,"Atatürk Cd. No:214/A, Alsancak, 35480 İzmir, Turkey",432.2263278691798
Cafe La Cigale,38.431544,27.13707,4.8,₺₺₺,['French'],+902324214780,"Cumhuriyet Bulv., Fransız Kültür Merkezi No: 152, İzmir, Turkey",857.455587573409
Deniz Restaurant,38.431337,27.136043,4.4,₺₺₺₺,['Seafood'],+902324644499,"İzmir Palas Otel, Atatürk Cad.  No: 188/ B Alsancak, 35220 İzmir, Turkey",920.2584609773763
Sardunya's,38.4372954028375,27.1421883287424,4.3,,"['Bars', 'Cafes', 'Coffee & Tea']",+902324653276,"Kıbrıs Şehitleri Cad. 1453. Sok. No:12, Alsancak, 35220 İzmir, Turkey",146.39173403423055
Cafe Del Mundo,38.437712,27.142934,5.0,₺₺,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",+902324210584,"Kıbrıs Sehitleri Cad., Muzaffer Izgü Sok. No:13, 35220 İzmir, Turkey",156.5756725216345
Roof Bar,38.436191,27.141482,4.3,₺₺,"['Bars', 'Cafes', 'Coffee & Tea']",+902324639090,"Ege Palas Business Hotel, Cumhuriyet Bulv. No: 210 Alsancak, 35220 İzmir, Turkey",252.8064471935469
La Puerta,38.439187,27.146248,4.2,₺,['Gastropubs'],+902324224457,"Alsancak Mah., 1469 Sk. No:69-71, 35100 İzmir, Turkey",428.6260234069807
Midyeli,38.4352989,27.1417503,4.7,₺₺,['Seafood'],+902324222226,"İrfan Boyuer 1444 Sk. No:4/A, Alsancak, 35220 İzmir, Turkey",349.98421552329654
Ristorante Pizzeria Venedik,38.4322386,27.1381235,4.5,₺₺,"['Italian', 'Pizza']",+902324221826,"1382 Sok. No: 10 B, Alsancak, 35220 İzmir, Turkey",749.2105994932228
Chickinn,38.4367646,27.1430536,3.9,₺₺,"['Turkish', 'Chinese', 'Barbeque']",+902324650880,"Kıbrıs Sehitleri Cad. No.56, Alsancak, 35220 İzmir, Turkey",236.84682728148863
Alins Cafe Restaurant,38.4385289868892,27.1415490912323,2.7,₺,"['Cafes', 'Fast Food', 'Sandwiches']",+902324645474,"Atatürk Cad. No:334/A, Alsancak, 35220 İzmir, Turkey",13.80915989779698
Manisalı Birtat,38.437573,27.143338,4.0,,"['Turkish', 'Kebab']",+902324216864,"Kıbrıs Şehitleri Cad., No: 82/A, 35100 İzmir, Turkey",194.66364796690755
Balıkçı Hasan,38.43111,27.135607,4.4,₺₺₺,['Seafood'],+902324641354,"Kültür Mah., Atatürk Cad. No:186, Konak, 17900 İzmir, Turkey",961.505931663219
